mH1,mH2,mH3,mA1,mA2,mC1,mC2,TanBeta1,TanBeta2,TanAlpha4,TanGamma1,TanGamma2,TanAlpha1,TanAlpha2,HiggsSignal,T-Parameter,B to s Gamma
125,377.883087000735,376.010324917376,575.35733486384,287.552635835511,412.125251143093,384.244014000391,0.975982862799603,0.967258313235292,14.5951954966857,18.9741322034109,28.7765950898837,0.975982862799603,0.967258313235292,161.099892744647,-0.0864030227,0.000372799062890203
125,411.876347735992,265.433751937352,434.923822405189,355.790255554035,413.304693669071,405.452049600638,1.0479310340073,1.03133040072432,16.1152736872154,12.747246954564,28.9856562967038,1.0479310340073,1.03133040072432,161.086175927543,0.122491438,0.000371590195783348
125,480.542173920812,318.890541959518,407.209182150068,215.455115085821,431.692256123862,361.005101210994,1.62254408679002,0.965810662832461,28.0782572670247,28.6903413224037,10.227931582354,1.62254408679002,0.965810662832461,161.107290560725,0.0912504786,0.000367696833941744
125,579.205780648442,302.874605977301,377.247028935535,272.044067981919,453.632969751235,412.873703778284,1.76710078181936,0.836782491262697,29.1897022721075,29.7155876547671,5.6316773053174,1.76710078181936,0.836782491262697,161.064008759959,0.117948617,0.000366332483366212
125,377.582238437406,276.134784795623,370.739784912368,367.368514110515,440.135214666173,392.185818257191,0.951464766309084,1.11479217189827,28.1598081404268,28.8888141392328,8.33039074121245,0.951464766309084,1.11479217189827,161.081120889369,0.134703374,0.000363512153496963
125,472.958623212621,200.340797416942,430.983445003702,346.138161547546,392.202879695336,374.684708687358,1.14561298702288,1.01161185278433,16.5107253510076,16.4630892501482,17.2868621190644,1.14561298702288,1.01161185278433,161.118648619155,0.142281952,0.00037675481749063
125,450.17773487239,337.833393026028,445.094823134757,218.622874378714,470.819209407788,357.740319395496,1.3106942819539,1.09062812470658,20.8826253269871,16.8964652374413,20.5600387693857,1.3106942819539,1.09062812470658,161.093707471015,0.0570638038,0.000358529540745235
125,511.451301516407,452.037523038143,561.211031752463,233.021405060668,399.138067960988,359.767898029774,1.56497186597405,0.893731789829891,13.7194261224734,24.1133801988375,11.7359018526638,1.56497186597405,0.893731789829891,161.126233238124,0.123224205,0.000377275164301543
125,397.739908143108,275.20417280847,421.679691859228,371.388784204068,417.583488066979,372.831191197689,1.28091892670413,1.15201430584833,12.8889179875852,25.0750990471232,25.5291158281404,1.28091892670413,1.15201430584833,161.105083736605,0.000973674832,0.00036869569167473
125,389.770254856328,372.199034530112,438.656601810196,228.833751130805,481.807896051697,389.490708211105,0.74060413911846,1.00477626100692,21.898709062651,19.9917029370656,20.3635599154885,0.74060413911846,1.00477626100692,161.067218314483,0.12302148,0.000357314887510097
125,359.96467831948,224.16187517565,377.985312780104,474.542986669083,500.670051244843,326.929986129629,1.145823051338,0.984884783056324,17.8288641053442,22.0884849794489,12.2742429278268,1.145823051338,0.984884783056324,161.113777306019,0.0603679685,0.000352847012498316
125,443.884307598246,379.341951222798,350.527551793497,225.910109167708,478.882648684274,347.755205359164,1.95523691649171,1.16985239865701,29.0858956557158,25.5300730916754,27.3159068703042,1.95523691649171,1.16985239865701,161.099603791558,0.0132029583,0.0003568487712336
125,409.612884493145,340.455038655748,469.728739341815,274.848967724983,400.291376103765,376.152807100486,1.25154914279361,1.03619928061375,21.0308965876751,20.5031895493545,12.1145677805028,1.25154914279361,1.03619928061375,161.112442436325,0.0765928956,0.000374159895843904
125,462.752986177639,242.170101023698,439.314189147431,341.786395619827,535.197750954435,341.416096757322,1.09512643581205,1.04372945750243,20.0846576667998,13.4784274997902,22.0474283813087,1.09512643581205,1.04372945750243,161.089207014349,0.128469765,0.000348484370791893
125,439.373745450035,382.521045652751,405.268385987252,208.560933980973,526.027322590329,312.827878376607,1.75710639477998,1.02418267885785,22.5707895777466,16.6132693614484,26.4108460311352,1.75710639477998,1.02418267885785,161.123747231969,0.0623374124,0.000350642581279478
125,457.924770511748,287.948301214899,425.932497705387,209.500247683286,441.070416851259,330.313740619799,1.29288560482947,1.02896812072448,14.181566575648,10.9337334862996,7.50612209948661,1.29288560482947,1.02896812072448,161.132642427272,0.0862210307,0.000362883798493611
125,398.791057815104,288.777391562551,361.629801542144,395.203351384055,433.869095553086,382.035486699355,1.40384460123124,1.13235653903001,23.0628305994346,20.1077454687364,16.0054446822744,1.40384460123124,1.13235653903001,161.090482317284,0.0260320139,0.000365359297915569
125,407.32783879636,352.602756777449,419.022621976388,205.953797126636,419.293458541036,330.939821278154,1.52824783651535,1.08751868321565,15.1945312544646,29.5586089687989,24.5885207512985,1.52824783651535,1.08751868321565,161.143017076297,-0.0495330303,0.000368801387366634
125,547.118064540548,243.553956599262,391.726519733344,386.527188597076,429.834565073862,386.107662844252,1.55815812886948,0.869802906193381,29.1357060275948,18.5516843458856,28.4584353260681,1.55815812886948,0.869802906193381,161.089647320178,-0.0813101498,0.000371015578237549
125,449.682738048162,325.986970653862,399.91142404605,240.668622324938,457.836154201111,357.713595420558,0.616568685012774,0.991534063516733,13.5132566870495,16.1886596506319,24.34993809792,0.616568685012774,0.991534063516733,161.098636269192,0.0731677829,0.00036135038133637
125,416.803785353452,307.26247111582,359.557530647717,237.377490319976,382.428411208157,368.974072112352,0.772382235338438,1.08420313720119,54.3131170877434,9.34820183654065,11.6774999665792,0.772382235338438,1.08420313720119,161.129804862608,0.130414975,0.000377798996386996
125,552.519114346056,354.968554294966,391.040844394691,210.869927935136,404.857538195208,369.260234182419,1.10375408703299,0.806399109194369,57.9959061358855,67.938347253211,93.2111961401311,1.10375408703299,0.806399109194369,161.11494002745,0.00345235005,0.000379036986840232
125,391.793143796887,431.468738632562,422.690765692978,274.643541137,415.332214718895,377.22265903127,1.81872555898908,1.11347000787532,40.648487358699,98.3152090819609,84.5278666896555,1.81872555898908,1.11347000787532,161.10305885939,-0.103712965,0.00036994705174852
125,407.984349853425,297.245430606224,358.982320908587,254.78861094199,383.070923900645,339.939805751987,0.788424922440118,1.11578996787316,23.8605960629884,9.65615985078449,35.8956716943351,0.788424922440118,1.11578996787316,161.156320394309,0.0522281491,0.000377095493199386
125,379.309253224595,376.740442674945,493.299342404325,230.939280979331,561.558329224452,325.471003137413,1.00077711907595,1.25538894744871,54.9748700474459,58.1176083755085,15.9629138190544,1.00077711907595,1.25538894744871,161.099762867546,0.142412785,0.000342390716098123
125,385.076385885363,354.615724431768,548.993493912784,202.856163928315,551.645642033008,322.350948868646,1.01417237312992,1.25677048641773,67.8250281559068,79.9487524661147,32.2225489214072,1.01417237312992,1.25677048641773,161.105533238506,-0.0601969706,0.000345101228971082
125,432.690502878593,390.01107446907,421.289913426321,200.639028769614,496.260738287125,314.966872103292,1.41834844871619,1.12978288987346,23.8388016148046,45.1709190939208,26.0493525010863,1.41834844871619,1.12978288987346,161.129764030567,-0.0641064135,0.000353788924149705
125,397.759416008173,401.002429643117,395.03152220216,275.228651944986,448.698930846352,431.272680654235,2.10071638670754,0.892592872008373,27.3829990232424,67.492427932363,27.4831099042732,2.10071638670754,0.892592872008373,161.057181994668,0.136386396,0.000366719672677043
125,401.678887467827,383.148133719988,371.861937690828,258.323480682068,464.065147163774,359.083740865941,0.991817109618878,0.888863603437493,14.4129957700397,55.2575245366754,82.9460137364273,0.991817109618878,0.888863603437493,161.095084694588,0.061790336,0.000363524839847888
125,368.890787801575,272.529979671816,382.277202783513,226.467496011306,379.865579898181,327.727292497601,1.3855088178002,1.08604932362431,94.2880160801886,85.5406403385634,63.7671461272045,1.3855088178002,1.08604932362431,161.172788327979,0.101838468,0.000378669623726151
125,481.82006264358,219.230832287524,364.63243370429,352.317383908217,506.268907448009,330.433919592352,1.34368100393278,1.07248019216327,63.8457771791212,99.6975647923403,35.4163110652852,1.34368100393278,1.07248019216327,161.108181160646,0.0211454857,0.000353182967372255
125,438.606826749128,406.3807847966,368.966769450196,206.938609924246,539.650230411183,314.547494672851,0.543140351645678,1.25438147493246,16.8301110352278,68.2003657822084,71.513429701861,0.543140351645678,1.25438147493246,161.117975514556,0.140990514,0.000346768827600031
125,403.935657542738,378.867107825751,358.45993416365,222.781203240127,413.134527689802,359.408232885453,1.79190626876196,1.08806158890446,66.7826066790445,62.7785346014841,70.3165830839188,1.79190626876196,1.08806158890446,161.118249940583,-0.0384277543,0.000370715395163401
125,439.1720171172,292.661519412653,433.082606013889,219.873133532868,520.781914513023,308.650991224904,0.920820789885587,1.23969439182482,14.7372295473647,84.9641489785857,34.3740961542024,0.920820789885587,1.23969439182482,161.130866721749,0.159669042,0.000349034682756405
125,445.09969062849,200.247560922776,409.680945288228,389.959665639753,523.031356383622,325.230508148589,0.88019886440449,1.02587147267446,94.3276308608906,48.0780472991145,64.8986474209359,0.88019886440449,1.02587147267446,161.109270801492,0.0193368573,0.000351313360982989
125,367.58782180086,329.737124028443,398.370665470547,230.712227509316,428.971919110387,350.414935272699,0.93086416204043,1.20471304683546,81.9959493340663,30.9577988965671,33.6179083273268,0.93086416204043,1.20471304683546,161.117895339859,0.0796042865,0.00036545465949293
