mH1,mH2,mH3,mA1,mA2,mC1,mC2,TanBeta1,TanBeta2,TanAlpha4,TanGamma1,TanGamma2,TanAlpha1,TanAlpha2,HiggsSignal,T-Parameter,B to s Gamma
90.2341938758308,125,419.095461539051,319.459500430804,95.3139693500796,382.77308677831,382.900594821569,1.75605601865096,2.66122520129689,1E+020,62.1135754195653,15.0059918840289,1.75605601865096,-0.375766770701207,161.119072737138,0.122048583,0.000374124023844475
95.8834978817824,125,520.953786945085,316.492678444737,90.1715632304627,410.570765330901,460.033512610562,2.60394057223066,1.78401869927589,1E+020,51.1996907205843,85.4975121703324,2.60394057223066,-0.5605322412853,161.062794631621,0.129706897,0.000369845001676314
111.264890674595,125,549.081495926347,239.458788399673,91.4923760716162,358.201381391991,483.402747139673,3.54456923022325,2.47580979570186,1E+020,32.1522093254102,7.14099354823139,3.54456923022325,-0.403908249226597,177.560712364401,0.118974306,0.00037767256560151
96.0213152501618,125,481.788277007427,241.871391700485,109.633636774548,358.400273917802,385.985453579846,3.15647597644115,2.01809749623912,1E+020,92.0243816346057,71.7366222634252,3.15647597644115,-0.495516198728543,167.533202462632,0.0839960921,0.00037804865231853
101.844612190551,125,522.100910487714,265.529531345678,147.485483500403,368.711255983613,360.431717790747,3.3790940113024,1.43418216780649,1E+020,46.1860220129188,43.3160382518113,3.3790940113024,-0.697261493307682,161.147591399921,-0.104985455,0.000377958054648811
101.252128953549,125,483.708920212302,265.066250130158,107.089896703839,359.877823683085,418.847969845151,2.78566187663737,2.12054932860091,1E+020,5.46231358552433,43.6090936858959,2.78566187663737,-0.471575919745182,172.59454528703,0.111990506,0.00037748496221354
104.337236680237,125,541.186838185742,233.073053816632,102.808247553078,350.637550117699,485.37520167158,3.6651486769299,2.21413475737715,1E+020,53.1947921051879,20.1396799347991,3.6651486769299,-0.451643693622602,161.094807013407,0.156694012,0.000379927519361777
85.2621017887708,125,417.830872071006,300.94551864146,199.68139392516,363.820673113567,378.235648489668,1.93334018592969,2.72926266799065,1E+020,33.6512729552511,16.4769997717302,1.93334018592969,-0.366399325256673,161.137143846503,0.146258986,0.000375502720900503
85.2621017887708,125,417.830872071006,300.94551864146,199.68139392516,363.820673113567,378.235648489668,1.93334018592969,2.72926266799065,1E+020,33.6512729552511,16.4769997717302,1.93334018592969,-0.366399325256673,161.137143846503,0.146258986,0.000378621347902777
85.3248766582573,125,523.581260095316,274.484679862485,162.154684456295,388.794700008225,422.079659224243,3.01727922882885,1.93923139832891,1E+020,34.0788590965138,98.5911360460986,3.01727922882885,-0.51566821827541,161.091675610465,0.120647598,0.000374027
112.666338704739,125,529.828409793486,257.210470967654,80.5166913330963,379.352104114797,397.832899852026,3.19970257692284,2.22822625490717,1E+020,46.8111870588768,52.8481515528014,3.19970257692284,-0.448787459441214,179.314734867504,-0.0789696623,0.000375535
94.5006054202116,125,469.427147463936,278.908727287172,97.9194988963436,364.181091819167,384.160284642429,2.60714461204092,1.92912229919992,1E+020,68.1078237919567,60.0089566442559,2.60714461204092,-0.518370452933303,161.132500241892,-0.0145636528,
93.6065567342225,125,519.580851380919,303.653822451702,108.508319067397,396.698958571043,443.783692432161,2.5305499396167,2.60150471631238,1E+020,43.8602009442316,66.1451241436502,2.5305499396167,-0.384392922192159,175.516144008658,0.0525870725,
94.3051203303965,125,527.28494629862,279.260276532599,87.4821103456629,394.252165345396,444.509243027796,3.50578355262508,1.22061587608567,1E+020,57.5048003174118,8.83278223204792,3.50578355262508,-0.819258555940506,161.077999417135,0.112736581,
101.934332513244,125,483.912676987572,285.897791458716,80.2744208254979,384.133656076637,349.47480363856,2.79883124164398,1.45532673732569,1E+020,55.0128730976662,61.62282282199,2.79883124164398,-0.68713092005552,161.145802425248,-0.094576884,
104.198820547127,125,518.008509255545,297.639697482814,148.810567485098,383.578911376912,423.616459585271,2.73695451134464,1.94431910395213,1E+020,70.4673354712871,41.1294614821898,2.73695451134464,-0.514318867704044,161.094345971949,-0.0315686885,
102.380205827068,125,489.543992495477,300.619303832548,188.631519494371,358.375263967104,397.012942728966,2.40736030360278,2.36425867685873,1E+020,41.9941106438048,34.9564871647967,2.40736030360278,-0.422965562012295,161.128793619308,-0.0916650234,
101.841474460361,125,468.177672166014,328.298989396817,88.6357320783024,349.871900278841,424.435216480194,1.985002538739,2.57792536238346,1E+020,3.7597293473257,30.7972386460347,1.985002538739,-0.387908825675013,161.12069954411,-0.0720602993,
95.548424478427,125,492.468015933542,264.448044735573,148.91468636,366.095406690007,420.546974343182,2.99776602938135,1.74526785109544,1E+020,59.6371630772552,74.4896095828762,2.99776602938135,-0.572977952566043,161.108729176464,0.127192843,
89.368158669906,125,424.835096123033,252.34146323403,85.0630399613371,351.541375026207,340.854685201129,2.53233869320966,2.00734750615442,1E+020,80.328604185901,18.7090356389388,2.53233869320966,-0.498169846991641,161.182582953338,0.0832189155,
103.426289176648,125,476.314044827367,260.653118088005,80.9276290825929,362.961841028764,411.517051597851,3.06720458703234,1.57873179758981,1E+020,95.4955474987449,57.2803292863649,3.06720458703234,-0.633419812995889,161.11616741785,0.111823931,
